Name,Price,Rating
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"$69,990.00 ",4.3
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"$35,652.00 ",4.3
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.3
ASUS VivoBook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB532WS Thi...,"$49,990.00 ",4.3
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"$30,990.00 ",4.3
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"$119,900.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.3
DELL Inspiron Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,"$30,990.00 ",4.3
acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56 Thin and Light Laptop,"$43,990.00 ",4.3
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"$89,990.00 ",4.3
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.3
RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"$29,990.00 ",4.2
Lenovo IdeaPad 3 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop,"$24,990.00 ",4.2
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.2
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.2
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,"$42,990.00 ",4.2
ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA-BQ722WS La...,"$42,990.00 ",4.2
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,"$36,990.00 ",4.2
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.2
ASUS Vivobook 15 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS X515JA Laptop,"$29,990.00 ",4.2
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,"$31,690.00 ",4.2
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"$34,999.00 ",4.2
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.2
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"$63,990.00 ",4.2
MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$51,990.00 ",4.2
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Lapto...,"$60,450.00 ",4.2
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.2
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"$18,990.00 ",4.2
ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WS Thin and Light La...,"$37,990.00 ",4.2
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"$62,990.00 ",4.2
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.2
HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"$30,990.00 ",4.2
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and ...,"$44,990.00 ",4.2
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,"$49,990.00 ",4.2
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"$53,990.00 ",4.2
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"$30,990.00 ",4.4
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,"$110,900.00 ",4.4
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...","$42,990.00 ",4.4
Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"$34,990.00 ",4.4
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,"$65,990.00 ",4.4
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,"$48,017.00 ",4.4
ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,"$49,990.00 ",4.4
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,"$39,990.00 ",4.4
ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"$34,990.00 ",4.4
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,"$132,900.00 ",4.4
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"$49,990.00 ",4.4
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"$56,990.00 ",4.4
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and L...,"$38,990.00 ",4.4
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop,"$38,990.00 ",4.4
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Thin and Light La...,"$60,990.00 ",4.4
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.4
ASUS VivoBook 15 (2022) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS T...,"$38,990.00 ",4.4
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light Laptop,"$37,990.00 ",4.4
ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop,"$36,990.00 ",4.4
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"$93,990.00 ",4.4
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"$53,990.00 ",4.4
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,"$112,900.00 ",4.4
ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3-3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ331WS Thi...,"$26,990.00 ",4.4
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"$119,900.00 ",4.4
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"$63,990.00 ",4.3
ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322...,"$41,990.00 ",4.3
realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,"$41,990.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.3
acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,"$32,319.00 ",4.3
HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,"$48,990.00 ",4.3
ASUS VivoBook 14 (2021) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB5...,"$40,001.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.3
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,"$42,990.00 ",4.3
DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"$38,990.00 ",4.3
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop,"$37,490.00 ",4.3
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.3
Lenovo Legion 5 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"$69,990.00 ",4.3
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,"$55,990.00 ",4.3
ASUS TUF GAMING F15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"$59,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.3
Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82FG014DIN|82FG0125IN|82F...,"$63,500.00 ",4.3
HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,"$37,990.00 ",4.3
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,"$36,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.3
HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq4022TU Thin and Light Laptop,"$51,890.00 ",4.3
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,"$309,490.00 ",4.3
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"$109,990.00 ",4.3
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.3
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"$18,990.00 ",4.6
HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,"$46,990.00 ",4.6
ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Lapto...,"$32,990.00 ",4.6
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.6
acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,"$91,990.00 ",4.6
Lenovo Ideapad Gaming 3 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"$65,490.00 ",4.6
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,"$119,900.00 ",4.6
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.6
acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop,"$30,990.00 ",4.6
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lapt...,"$76,000.00 ",4.6
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"$117,900.00 ",4.6
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.6
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 14ITL6 Thin and Light ...,"$40,490.00 ",4.6
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,"$149,900.00 ",4.6
ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515JA-EJ701WS Thin and ...,"$57,990.00 ",4.6
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.6
MSI Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B4MW-423IN Thin an...,"$43,990.00 ",4.6
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,"$45,990.00 ",4.6
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"$113,990.00 ",4.6
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.6
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"$74,990.00 ",4.6
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"$59,990.00 ",4.6
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,"$29,990.00 ",4.6
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.6
HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$67,490.00 ",4.3
HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,"$74,490.00 ",4.3
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"$69,990.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.3
HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1003AU Thin and Light Laptop,"$50,999.00 ",4.3
ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302W Thin and Light Laptop,"$25,990.00 ",4.3
MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,"$106,990.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.3
HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,"$34,999.00 ",4.3
DELL 7000 Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 7420...,"$101,500.00 ",4.3
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,"$132,900.00 ",4.3
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.3
HP Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s-du3614TU Thin and Light Laptop,"$43,999.00 ",4.3
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,"$54,990.00 ",4.3
ASUS Vivobook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thi...,"$49,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.3
ASUS Vivobook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB521WS Thi...,"$49,990.00 ",4.3
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop,"$31,990.00 ",4.3
Lenovo Ideapad Gaming 3 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"$69,490.00 ",4.3
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.3
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop,"$62,490.00 ",4.3
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,"$149,900.00 ",4.3
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM51...,"$64,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.3
ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) U...,"$113,990.00 ",4.7
HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,"$50,990.00 ",4.7
ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and L...,"$32,990.00 ",4.7
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.7
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) VOSTRO 3400 Notebook,"$52,290.00 ",4.7
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"$47,490.00 ",4.7
ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV301WS Laptop,"$27,990.00 ",4.7
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.7
HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1047TU Thin an...,"$82,990.00 ",4.7
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"$75,990.00 ",4.7
ASUS VivoBook 14 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) X415KA-EK111WS Thin and Light Lapt...,"$27,990.00 ",4.7
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.7
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"$34,490.00 ",4.7
DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"$38,490.00 ",4.7
ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Lapt...,"$62,990.00 ",4.7
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.7
HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"$66,990.00 ",4.7
DELL Inspiron Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,"$59,990.00 ",4.7
APPLE MacBook Pro M1 - (8 GB/1 TB SSD/Mac OS Big Sur) Z11B0008S,"$152,990.00 ",4.7
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.7
ASUS VivoBook 14 (2021) Ryzen 3 Dual Core AMD R3-3250U - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR32...,"$25,990.00 ",4.7
MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,"$69,990.00 ",4.7
HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop,"$62,500.00 ",4.7
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.7
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,"$46,990.00 ",4.4
ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"$142,990.00 ",4.4
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Laptop,"$64,490.00 ",4.4
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.4
ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP3402ZA...,"$74,990.00 ",4.4
